entity_id,legal_name,country,industry,incorporation_date,source_system,risk_rating
987,Collins Inc,France,Manufacturing,2003-12-15,CRM,High
988,"Morris, Morris and Taylor",France,Technology,2004-02-23,ERP,High
989,Fernandez LLC,Singapore,Technology,2020-04-22,RegSys,High
990,Costa and Sons,United Kingdom,Insurance,2020-03-11,ERP,Medium
991,"Richard, Flynn and Myers",Singapore,Asset Management,1999-04-05,PartnerFeed,Low
992,Pierce-Bond,Germany,Manufacturing,1996-09-28,PartnerFeed,Low
993,Brown-Sanders,Switzerland,Manufacturing,2023-12-31,CRM,Medium
994,"Freeman, Warner and Brady",France,Banking,2018-05-19,PartnerFeed,High
995,Smith Ltd,United States,Insurance,2002-08-21,ERP,Low
996,"Davis, Mcgee and Marshall",Germany,Asset Management,1997-04-25,RegSys,Medium
997,"Clark, Lopez and Holmes",Singapore,Asset Management,2013-06-19,PartnerFeed,High
998,Pierce Inc,India,Insurance,2009-03-10,ERP,High
999,Lucas Group,Japan,Insurance,2011-01-13,PartnerFeed,Low
1000,"Walker, Grimes and Jones",India,Manufacturing,2004-06-28,PartnerFeed,Low
1001,"Wilson, Garcia and George",United Kingdom,Technology,1999-04-28,ERP,Medium
1002,Nelson Ltd,United States,Technology,2021-07-02,ERP,High
1003,Gardner Inc,Germany,Insurance,1998-01-25,RegSys,Medium
1004,Douglas-Castro,India,Asset Management,2005-08-29,CRM,High
1005,"Ramirez, Thomas and Bennett",Singapore,Technology,2025-11-10,ERP,High
1006,Torres-Torres,United Kingdom,Technology,2023-02-07,CRM,Low
1007,"Richards, Lynch and Douglas",Japan,Banking,2024-10-18,PartnerFeed,High
1008,Levine Ltd,Germany,Technology,2006-01-29,ERP,High
1009,Roberson PLC,Japan,Technology,2021-12-02,PartnerFeed,Medium
1010,"Bautista, Elliott and Arnold",India,Manufacturing,2001-05-24,CRM,Medium
1011,Williams LLC,Germany,Insurance,2025-11-17,CRM,Medium
1012,Webb-Williams,Singapore,Technology,2023-12-05,RegSys,Medium
1013,Rogers-Nelson,Switzerland,Asset Management,2007-07-30,CRM,Medium
1014,Schmidt Group,Germany,Asset Management,1998-08-08,ERP,Medium
1015,Rodriguez Ltd,Germany,Technology,2008-04-28,PartnerFeed,Low
1016,"Curry, Rodriguez and Stephens",United States,Manufacturing,2005-07-02,CRM,High
1017,Hill-Phillips,United States,Manufacturing,2023-05-06,PartnerFeed,High
1018,Morgan-Best,United States,Banking,2003-03-26,PartnerFeed,Medium
1019,Williams-Lopez,Japan,Banking,2018-07-20,CRM,Low
1020,Foster Group,Singapore,Banking,2014-01-23,PartnerFeed,Medium
1021,Lee-Trevino,Switzerland,Insurance,2023-10-29,RegSys,Medium
1022,"Sweeney, Rodriguez and Moore",Japan,Asset Management,2010-12-24,RegSys,Low
1023,Sellers-Mcintosh,United Kingdom,Insurance,2017-01-10,RegSys,Medium
1024,"Peters, Williams and Mullins",France,Banking,1999-11-20,ERP,Low
1025,Spence and Sons,Japan,Insurance,2026-03-20,RegSys,Low
1026,Williams-Jones,Japan,Manufacturing,2005-12-29,RegSys,Low
1027,"Jones, Curtis and Cooley",India,Manufacturing,1999-11-11,PartnerFeed,Medium
1028,Clark PLC,France,Asset Management,2013-07-03,RegSys,Low
1029,"Banks, Garrett and Carson",Japan,Asset Management,1996-09-05,ERP,Low
1030,Hardin-Haynes,Switzerland,Insurance,2002-02-10,ERP,Medium
1031,"Oliver, Mccarthy and Gonzalez",United Kingdom,Banking,1998-10-24,RegSys,Low
1032,"Mckay, Perry and Reynolds",Switzerland,Asset Management,2017-10-07,PartnerFeed,Low
1033,Perez-Sparks,United Kingdom,Technology,1999-01-20,RegSys,High
1034,Bishop LLC,France,Banking,1998-03-13,ERP,High
1035,Hall-Park,France,Asset Management,2020-11-11,RegSys,High
1036,Francis-Stevens,United Kingdom,Asset Management,2019-11-05,PartnerFeed,High
1037,"Wright, Wright and Lynn",India,Asset Management,2014-05-13,RegSys,Medium
1038,Durham and Sons,Japan,Banking,2006-06-14,PartnerFeed,Low
1039,Castaneda-Carey,Japan,Technology,1997-01-16,CRM,Medium
1040,Ward Inc,Switzerland,Insurance,2010-07-18,CRM,Medium
1041,"Garrett, Russell and Cochran",India,Insurance,2009-05-12,PartnerFeed,Medium
1042,Diaz-Jensen,Switzerland,Technology,2008-04-22,PartnerFeed,Low
1043,"Martinez, Turner and Brown",Switzerland,Asset Management,2021-05-24,ERP,Low
1044,Watson-Phillips,India,Insurance,2017-07-11,RegSys,Low
1045,Sanford Ltd,Japan,Insurance,2002-01-04,ERP,Medium
1046,"Peterson, Cook and Nguyen",United Kingdom,Insurance,2005-10-16,PartnerFeed,High
1047,Wolfe PLC,France,Banking,2000-10-03,PartnerFeed,Medium
1048,Moran PLC,United States,Banking,2012-01-28,ERP,Low
1049,"Stephenson, Walker and Day",France,Banking,2024-12-06,CRM,Low
1050,Young LLC,Germany,Technology,1999-09-09,CRM,Medium
1051,Contreras-Mendez,United Kingdom,Banking,2013-02-22,RegSys,High
1052,Stephens-Mckay,India,Technology,2013-01-18,RegSys,High
1053,Koch-Smith,United Kingdom,Banking,2020-09-05,PartnerFeed,Low
1054,Walls PLC,India,Insurance,2017-07-29,PartnerFeed,High
1055,Smith Ltd,Singapore,Technology,1998-07-03,ERP,Medium
1056,Sheppard-Pollard,Germany,Manufacturing,2013-07-02,PartnerFeed,Medium
1057,"Larsen, Ritter and Perez",Germany,Asset Management,1996-11-26,CRM,High
1058,"Coffey, Greer and Beard",Switzerland,Asset Management,2007-04-03,RegSys,Low
1059,Newman-Wilson,India,Asset Management,2008-06-13,PartnerFeed,Low
1060,"Fowler, Clements and Johnson",United Kingdom,Manufacturing,2014-01-27,PartnerFeed,Medium
1061,"Stone, Marquez and Owen",India,Insurance,2000-04-08,PartnerFeed,High
1062,Christensen Ltd,Switzerland,Manufacturing,2015-10-06,ERP,Medium
1063,Harmon Group,Japan,Technology,2011-03-15,PartnerFeed,High
1064,Peterson LLC,United States,Banking,2017-02-12,RegSys,Low
1065,"Burns, Campbell and Wilson",Switzerland,Technology,2023-12-25,CRM,Low
1066,Nichols LLC,United Kingdom,Asset Management,2022-10-04,PartnerFeed,High
1067,Walker LLC,France,Manufacturing,2000-01-14,PartnerFeed,Low
1068,Sampson-Gutierrez,Japan,Asset Management,2012-10-25,RegSys,Low
1069,"Smith, Thomas and Martin",Singapore,Banking,2013-03-17,CRM,Medium
1070,"Jenkins, May and Johnston",Japan,Technology,2005-04-01,CRM,Medium
1071,"Bailey, Mitchell and Perez",Japan,Banking,2021-07-17,ERP,High
1072,"Green, Williams and Rasmussen",India,Banking,2001-09-25,RegSys,High
1073,Fernandez Ltd,Germany,Banking,2009-09-08,RegSys,High
1074,Allen-Espinoza,Japan,Technology,1996-08-19,CRM,Medium
1075,"Humphrey, Gilbert and Nielsen",Germany,Manufacturing,2011-08-12,RegSys,Low
1076,Spencer LLC,France,Banking,2000-05-31,ERP,High
1077,"Waters, Soto and Mcdowell",Switzerland,Technology,2001-10-30,RegSys,High
1078,Gibbs-Lester,Switzerland,Insurance,2013-07-07,PartnerFeed,Low
1079,Ross LLC,Switzerland,Banking,1997-03-16,ERP,Low
1080,"Barnes, Graham and Weiss",United Kingdom,Technology,2012-03-11,RegSys,Low
1081,"Jackson, Conner and Johnson",Germany,Insurance,2022-09-01,ERP,Medium
1082,"Fischer, Newman and Reyes",United States,Asset Management,2019-02-15,ERP,Medium
1083,"Johnson, Shields and Morse",Switzerland,Insurance,2014-11-25,ERP,High
1084,Solis-Holloway,United Kingdom,Banking,2008-01-09,CRM,High
1085,Ramos Ltd,Switzerland,Asset Management,2008-09-27,ERP,Medium
1086,Clark-Wilkerson,Japan,Insurance,2001-11-18,CRM,Low
1087,Simmons LLC,Singapore,Insurance,2020-07-16,ERP,High
1088,Bowen PLC,France,Manufacturing,2018-12-16,RegSys,High
1089,Hart Group,Singapore,Technology,2011-12-18,CRM,Medium
1090,"Vasquez, Scott and Peck",Japan,Technology,2022-03-25,ERP,Low
1091,"Velasquez, Brown and Ray",Japan,Manufacturing,1998-06-07,PartnerFeed,Medium
1092,Greer LLC,Germany,Manufacturing,1999-11-22,CRM,Low
1093,Green-Ramos,Switzerland,Asset Management,2020-05-03,CRM,Medium
1094,"Hamilton, Rogers and Wilson",India,Banking,2019-11-27,CRM,High
1095,"Barron, Schultz and Rollins",Singapore,Banking,2010-06-30,RegSys,Low
1096,Doyle-Hays,Switzerland,Banking,2003-01-24,PartnerFeed,Low
1097,Johnson-Rodriguez,France,Asset Management,2009-07-19,RegSys,Low
1098,Robinson LLC,Singapore,Manufacturing,2015-04-06,RegSys,Low
1099,"Hebert, Duffy and Rodriguez",Switzerland,Banking,2020-03-28,PartnerFeed,Medium
1100,"Everett, Thompson and Weber",United Kingdom,Banking,2004-04-27,ERP,Medium
1101,Hudson Inc,United States,Manufacturing,2012-08-03,CRM,High
1102,Bell and Sons,Switzerland,Banking,2004-10-05,CRM,Medium
1103,Graham LLC,Germany,Technology,2009-07-20,PartnerFeed,Low
1104,Sanchez Ltd,United Kingdom,Manufacturing,2024-03-26,CRM,Low
1105,Martinez-Barrett,Switzerland,Technology,2023-04-17,CRM,Low
1106,Hoffman-Smith,France,Asset Management,2017-10-22,CRM,High
1107,Wilson Inc,Germany,Technology,2021-12-24,PartnerFeed,Medium
1108,"Bell, Gallegos and Kim",Germany,Asset Management,2007-01-25,PartnerFeed,Low
1109,"Mccall, Scott and Smith",India,Technology,2025-08-01,CRM,High
1110,Hooper-Park,United Kingdom,Insurance,2026-02-05,ERP,Medium
1111,Guerra PLC,Singapore,Technology,2016-05-27,ERP,Medium
1112,Welch and Sons,Germany,Banking,2013-03-05,RegSys,High
1113,"Maynard, Baker and Winters",Germany,Manufacturing,1997-07-26,CRM,Medium
1114,"Franklin, Garcia and Hampton",India,Banking,2021-02-13,PartnerFeed,Medium
1115,"Good, Cruz and Flores",Japan,Manufacturing,1996-12-19,PartnerFeed,Medium
1116,"Baker, Morris and Clark",United States,Manufacturing,2025-05-23,ERP,Low
1117,Carrillo and Sons,France,Asset Management,2021-06-23,CRM,High
1118,Nelson Inc,Singapore,Banking,2019-05-14,RegSys,High
1119,Scott-Harris,Germany,Manufacturing,2021-06-26,ERP,Medium
1120,Ortega-Harris,Japan,Manufacturing,2010-08-28,RegSys,Medium
1121,Herman-Keith,Germany,Technology,2017-09-03,RegSys,Medium
1122,"Aguirre, Donovan and Thomas",United States,Banking,2019-06-14,PartnerFeed,Low
1123,"Owen, Smith and Cantu",United Kingdom,Technology,2019-06-04,PartnerFeed,High
1124,Olson Group,United States,Banking,2007-06-09,PartnerFeed,High
1125,Edwards PLC,Switzerland,Asset Management,2017-01-12,RegSys,High
1126,"Chase, Hamilton and Lloyd",Germany,Technology,2002-11-07,RegSys,Low
1127,Jacobs PLC,France,Manufacturing,2022-09-11,RegSys,Low
1128,Allen and Sons,India,Technology,2017-01-26,CRM,Low
1129,Atkinson Inc,United Kingdom,Technology,2014-11-13,ERP,Medium
1130,"Terrell, West and Briggs",United Kingdom,Banking,2017-10-19,RegSys,Low
1131,Price-Fletcher,United States,Technology,2017-01-09,ERP,Low
1132,Porter PLC,Germany,Insurance,2018-08-07,ERP,Medium
1133,Smith-Baker,France,Insurance,1999-04-15,ERP,Low
1134,Hicks Group,Japan,Manufacturing,2024-08-26,CRM,Low
1135,Anderson LLC,Japan,Insurance,2014-11-13,PartnerFeed,Low
1136,Robinson-Miller,United States,Manufacturing,2020-04-15,RegSys,Low
1137,Buchanan-Nelson,United States,Insurance,2025-02-17,PartnerFeed,High
1138,"Cox, Jackson and Lopez",Switzerland,Banking,2008-06-20,CRM,High
1139,Melendez LLC,Germany,Asset Management,2010-04-02,CRM,Low
1140,Smith-Martinez,India,Manufacturing,2011-10-21,RegSys,High
1141,Hall LLC,Japan,Manufacturing,1998-08-15,RegSys,Medium
1142,Young-Burke,United States,Banking,2020-12-16,PartnerFeed,High
1143,Acosta Inc,Japan,Technology,2023-04-01,CRM,Medium
1144,Patterson-Butler,Germany,Asset Management,2001-04-26,RegSys,Low
1145,Green-Daugherty,United States,Technology,2019-05-18,CRM,Low
1146,Armstrong-Jackson,France,Technology,2013-10-10,PartnerFeed,Medium
1147,"Murillo, Peterson and Johnson",Switzerland,Banking,2024-12-22,PartnerFeed,Low
1148,Bowman PLC,United Kingdom,Asset Management,1998-04-12,ERP,Medium
1149,Roach Group,Singapore,Technology,2022-08-26,RegSys,High
1150,Velasquez-Morris,Germany,Asset Management,2022-09-06,PartnerFeed,High
1151,Romero-Bennett,France,Asset Management,2003-01-05,RegSys,Medium
1152,Stewart PLC,Germany,Manufacturing,2020-01-04,ERP,High
1153,"Parker, Peters and Wells",Singapore,Manufacturing,2004-07-09,ERP,High
1154,"Duarte, Johnson and Mclaughlin",Japan,Asset Management,1998-05-23,RegSys,Medium
1155,Mccormick-Clark,Japan,Manufacturing,2013-06-14,ERP,Low
1156,"Walter, Harris and Robles",United States,Banking,2021-10-08,PartnerFeed,Low
1157,Ewing LLC,Singapore,Insurance,2010-02-07,PartnerFeed,Low
1158,"Gonzalez, Ellis and Walker",India,Banking,2024-01-09,RegSys,High
1159,Wilson-Garcia,Singapore,Technology,2017-05-04,ERP,High
1160,"Fischer, Cross and Andrews",Switzerland,Asset Management,2011-10-12,CRM,Medium
1161,Lewis-Farmer,United States,Asset Management,2009-11-13,PartnerFeed,Low
1162,"Ward, Knapp and Jones",France,Banking,1997-12-22,CRM,Medium
1163,Fleming Group,Singapore,Banking,2009-09-10,RegSys,Medium
1164,Dunn-Reed,Singapore,Asset Management,2026-04-09,ERP,High
1165,"Moore, Wise and Stark",Singapore,Asset Management,2026-02-26,PartnerFeed,High
1166,Jones Inc,Switzerland,Asset Management,2004-02-11,PartnerFeed,Low
1167,Anderson LLC,United States,Banking,2009-05-09,PartnerFeed,Low
1168,"Woods, French and Vega",Germany,Technology,2013-09-15,RegSys,High
1169,Johnson-Fernandez,Switzerland,Insurance,2011-04-19,PartnerFeed,Low
1170,Clayton-Navarro,France,Insurance,2000-11-30,ERP,High
1171,Kennedy-Casey,India,Asset Management,2000-10-20,CRM,High
1172,Sanchez-Wallace,India,Manufacturing,2010-05-19,ERP,High
1173,Boyle PLC,France,Technology,1996-11-06,ERP,Low
1174,Cunningham-Francis,Switzerland,Asset Management,2002-08-01,CRM,Low
1175,Martinez PLC,United States,Manufacturing,2013-12-25,PartnerFeed,Low
1176,"Hardin, Schmidt and Mcintosh",Japan,Manufacturing,1997-03-26,RegSys,High
1177,"Bush, Fitzgerald and Rush",United Kingdom,Banking,2022-11-12,CRM,Low
1178,Williams-Lopez,Germany,Technology,2021-06-19,ERP,High
1179,Simpson-Hill,Germany,Manufacturing,2012-09-04,PartnerFeed,High
1180,Edwards-Jennings,United States,Asset Management,2011-08-05,ERP,Medium
1181,Lang-Perez,France,Manufacturing,2023-01-03,ERP,High
1182,"Duran, Robinson and Porter",United Kingdom,Technology,2015-01-06,ERP,Medium
1183,"Riley, Aguirre and Singh",United States,Banking,2006-07-25,CRM,High
1184,"Nelson, Miller and Cox",United Kingdom,Banking,2010-08-30,PartnerFeed,Low
1185,"Griffith, Edwards and Powers",Germany,Asset Management,2025-01-05,ERP,High
1186,May-Hayes,United Kingdom,Technology,1999-03-24,PartnerFeed,High
1187,Donaldson-Willis,United Kingdom,Manufacturing,2002-11-26,RegSys,Medium
1188,"Price, Cruz and Robinson",France,Asset Management,2001-10-12,CRM,Low
1189,Hunter-Brooks,United Kingdom,Technology,2009-02-06,PartnerFeed,High
1190,Yates LLC,India,Technology,2020-02-23,CRM,Medium
1191,Taylor Group,Japan,Banking,2015-09-10,ERP,Medium
1192,Flores Ltd,United States,Insurance,2020-10-08,PartnerFeed,Low
1193,Kirby Group,India,Banking,2011-06-20,ERP,Medium
1194,Bautista PLC,Japan,Manufacturing,2016-10-22,RegSys,Medium
1195,"Barajas, Schultz and Jordan",Switzerland,Technology,2007-12-12,CRM,Low
1196,Mcfarland Group,Singapore,Insurance,2002-04-05,PartnerFeed,High
1197,Baldwin-Dickerson,Singapore,Banking,2018-02-26,RegSys,High
1198,"Miller, Heath and Reed",United Kingdom,Asset Management,2024-08-13,PartnerFeed,High
1199,Williams Inc,Switzerland,Insurance,2012-07-08,PartnerFeed,Medium
1200,King-Colon,Japan,Banking,2010-03-15,ERP,Low
1201,"Hill, Jackson and Gay",India,Insurance,2024-06-08,RegSys,Medium
1202,Johnston-Mayo,Japan,Banking,2024-04-09,ERP,Medium
1203,Peters and Sons,United States,Insurance,2006-03-16,CRM,Low
1204,Harrell PLC,Singapore,Banking,2010-10-20,CRM,Medium
1205,Campbell-Weaver,United Kingdom,Asset Management,2014-02-18,ERP,High
1206,Richard-Garcia,United States,Asset Management,2015-07-13,ERP,Low
1207,"Beasley, Ruiz and Peck",United States,Banking,2015-12-16,RegSys,High
1208,Erickson-Robinson,India,Banking,2022-11-12,ERP,Medium
1209,"Valdez, Simpson and Collins",Japan,Asset Management,2020-05-12,RegSys,Low
1210,Harrington PLC,Germany,Asset Management,2016-11-29,RegSys,High
1211,"Wells, Perry and Lindsey",Singapore,Banking,2022-12-21,ERP,Medium
1212,Graham-Smith,United Kingdom,Banking,2004-03-21,RegSys,High
1213,"Snyder, Franklin and Parks",Switzerland,Asset Management,2020-06-20,RegSys,High
1214,Harris Inc,India,Insurance,2007-01-08,CRM,Medium
1215,"Perez, Martinez and Evans",Singapore,Insurance,2025-09-12,PartnerFeed,Low
1216,George-Ramsey,Japan,Technology,2023-04-08,RegSys,Low
1217,"Novak, Castillo and Smith",United Kingdom,Asset Management,2009-05-27,PartnerFeed,High
1218,Macdonald Ltd,United Kingdom,Insurance,2010-12-10,RegSys,Medium
1219,"Smith, Kane and Morris",Switzerland,Manufacturing,2025-12-21,CRM,High
1220,King Inc,India,Insurance,2010-11-16,PartnerFeed,Low
1221,Cunningham-Medina,Japan,Technology,2005-10-03,PartnerFeed,High
1222,Rogers-Fritz,Japan,Insurance,2022-02-24,RegSys,Medium
1223,Torres-Morris,India,Manufacturing,2002-03-03,ERP,High
1224,Reilly-Li,Switzerland,Insurance,1998-09-19,PartnerFeed,Low
1225,"Woods, Simpson and Blake",Germany,Asset Management,2010-10-13,RegSys,Low
1226,Frank-Ruiz,United States,Banking,2000-10-19,CRM,Low
1227,Garrett Inc,Germany,Technology,1996-08-17,ERP,Medium
1228,Jensen-Brooks,France,Asset Management,2002-05-13,RegSys,Medium
1229,Bass Inc,United States,Technology,2005-03-27,ERP,High
1230,Brooks-Smith,United Kingdom,Asset Management,2018-12-03,PartnerFeed,High
1231,"Cabrera, Brown and Chavez",France,Insurance,2007-03-09,RegSys,Low
1232,"Black, Banks and Mcdaniel",France,Insurance,2009-08-29,ERP,High
1233,"Lawson, Foster and Ruiz",India,Banking,1999-08-02,ERP,High
1234,Wells-Chambers,United Kingdom,Manufacturing,2014-05-17,CRM,Medium
1235,Klein-Allen,Japan,Banking,2025-04-24,CRM,Low
1236,Cohen-Carlson,Germany,Insurance,2023-11-27,CRM,High
1237,"Phillips, Flowers and Thomas",India,Manufacturing,2005-03-29,PartnerFeed,Medium
1238,"Lewis, Harris and Stephenson",United Kingdom,Insurance,2002-04-08,RegSys,Medium
1239,"Garza, Carroll and Reeves",Japan,Manufacturing,1998-03-08,ERP,Low
1240,Nunez Ltd,Japan,Technology,2026-05-29,CRM,High
1241,West-Taylor,United States,Asset Management,2009-07-24,PartnerFeed,High
1242,"Chandler, Ramirez and Greer",Switzerland,Manufacturing,2015-03-15,ERP,Low
1243,Williams-Cisneros,Germany,Manufacturing,2006-05-15,ERP,Low
1244,"Rivera, Lopez and Dunn",Japan,Asset Management,1998-03-02,PartnerFeed,Medium
1245,Gordon LLC,Singapore,Insurance,2002-07-29,CRM,Medium
1246,"Jensen, Adams and Bailey",France,Asset Management,2006-05-19,ERP,Low
1247,Lopez-Taylor,United Kingdom,Technology,2003-02-01,ERP,Medium
1248,Collins LLC,Singapore,Banking,2021-05-14,ERP,High
1249,"Moore, Lee and Pitts",United Kingdom,Insurance,1999-07-12,CRM,Low
1250,Jenkins PLC,France,Insurance,1999-02-24,RegSys,Low
1251,Morse-King,United Kingdom,Banking,2012-12-21,CRM,Medium
1252,"Brown, Harrison and Diaz",Japan,Banking,2022-07-17,RegSys,Low
1253,Long-Hawkins,United States,Banking,1997-04-28,RegSys,High
1254,"Alvarez, Harris and Williams",Switzerland,Asset Management,2017-09-28,ERP,High
1255,Gates Group,Singapore,Insurance,2015-02-08,RegSys,Medium
1256,Parker Group,Switzerland,Manufacturing,2016-10-27,PartnerFeed,Medium
1257,"Harper, Young and Sparks",United Kingdom,Banking,2009-04-15,PartnerFeed,Low
1258,"Barnes, Miller and Martinez",Switzerland,Banking,1997-12-02,ERP,Low
1259,Nguyen-Pineda,India,Manufacturing,2010-06-21,PartnerFeed,Low
1260,Wilson Inc,Japan,Manufacturing,2007-01-14,PartnerFeed,Medium
1261,Schmidt and Sons,France,Asset Management,2011-05-15,PartnerFeed,High
1262,Black Group,France,Technology,1998-06-06,CRM,Low
1263,Carter Inc,United States,Insurance,2001-06-13,PartnerFeed,Medium
1264,"Holder, Davis and Simon",Switzerland,Asset Management,2006-11-21,PartnerFeed,Low
1265,Figueroa-King,France,Asset Management,2021-08-24,ERP,High
1266,"Jones, Boyd and Knox",United States,Manufacturing,2011-06-29,PartnerFeed,Low
1267,Chen-Vaughn,India,Manufacturing,2016-10-21,CRM,High
1268,"Hicks, Williams and Patel",France,Banking,2014-02-13,CRM,Low
1269,"Nelson, Drake and Bates",France,Manufacturing,2021-01-07,CRM,High
1270,"Hamilton, Collins and Jones",India,Insurance,2023-07-18,ERP,Medium
1271,Nguyen PLC,Singapore,Insurance,2025-02-25,CRM,High
1272,"Berry, Farrell and Nielsen",Switzerland,Asset Management,2020-02-23,PartnerFeed,Low
1273,"Orozco, Cortez and Davies",Japan,Banking,1996-12-20,ERP,High
1274,Smith LLC,United Kingdom,Insurance,2005-04-26,CRM,Low
1275,"Hunter, Hughes and Gonzalez",India,Asset Management,2017-01-27,RegSys,Medium
1276,Bryan-Hunt,Japan,Asset Management,2000-03-21,CRM,High
1277,Perry and Sons,India,Technology,2000-02-03,CRM,Low
1278,Ryan-Camacho,France,Insurance,2006-08-28,ERP,Low
1279,Potts LLC,France,Technology,2013-07-26,CRM,Medium
1280,"Wells, Payne and Mcgee",Japan,Manufacturing,2020-03-06,CRM,Medium
1281,Anderson Group,Japan,Banking,2019-02-27,RegSys,High
1282,Branch-Mercado,Switzerland,Manufacturing,2017-06-05,PartnerFeed,Low
1283,Ashley-Collins,Germany,Insurance,2013-07-19,CRM,High
1284,"English, Simmons and Scott",Germany,Banking,2006-10-17,PartnerFeed,Medium
1285,Jones-Harris,Switzerland,Technology,1999-09-26,ERP,Low
1286,"Martinez, Holloway and Gonzalez",United Kingdom,Technology,2003-09-24,CRM,Low
1287,Perez-Johnson,India,Asset Management,2000-02-12,ERP,High
1288,"Ho, Cook and Tran",India,Technology,2009-06-14,CRM,Medium
1289,Valenzuela-Barnes,India,Asset Management,2001-09-07,PartnerFeed,Low
1290,George Group,France,Technology,2014-03-01,PartnerFeed,Medium
1291,Irwin and Sons,Singapore,Insurance,2000-04-01,CRM,Low
1292,Arellano-Johnson,Singapore,Manufacturing,2004-02-03,RegSys,Medium
1293,Martinez Ltd,Switzerland,Insurance,2008-12-16,CRM,High
1294,"Jones, Wells and Stanley",France,Technology,2009-08-15,RegSys,High
1295,Johnson Group,France,Banking,2001-08-09,CRM,Low
1296,"Lewis, Lopez and Woods",France,Asset Management,2004-10-28,RegSys,Medium
1297,White and Sons,United States,Manufacturing,2006-10-18,PartnerFeed,High
1298,Kelley Group,United States,Asset Management,2012-07-15,PartnerFeed,Medium
1299,"Martin, Costa and Collins",France,Technology,2008-09-22,ERP,Medium
1300,Shelton Group,Singapore,Technology,2011-09-14,PartnerFeed,Medium
1301,Gomez Ltd,Japan,Banking,2019-04-19,PartnerFeed,High
1302,Morris-Barron,France,Insurance,2007-11-03,PartnerFeed,High
1303,"Rodriguez, Davis and Thompson",Germany,Banking,2019-11-16,PartnerFeed,Low
1304,Snyder Inc,India,Insurance,2025-02-27,ERP,Medium
1305,Underwood and Sons,India,Insurance,2004-08-17,CRM,High
1306,Lopez-Stein,France,Technology,2014-06-16,ERP,High
1307,Garrison-Banks,India,Technology,2006-08-09,RegSys,Medium
1308,Johnson Group,United Kingdom,Asset Management,2022-12-27,PartnerFeed,Medium
1309,Stone Group,United States,Asset Management,1996-11-18,ERP,Medium
1310,Price-Ponce,United States,Technology,2013-08-19,RegSys,Medium
1311,Rasmussen-Richard,Japan,Asset Management,2002-03-24,PartnerFeed,High
1312,"Miller, Warren and Clay",United Kingdom,Banking,2002-12-08,RegSys,High
1313,"Jones, Parker and Wright",France,Insurance,2009-01-06,ERP,Low
1314,Hoffman-Coleman,Switzerland,Technology,1997-01-18,CRM,High
1315,Bender Inc,Japan,Manufacturing,2024-12-03,RegSys,Medium
1316,Craig LLC,Germany,Technology,2006-12-01,RegSys,Low
1317,"Warren, Gonzales and Yang",France,Banking,2019-08-19,CRM,Medium
1318,"Mitchell, Smith and Fowler",India,Banking,2018-06-24,PartnerFeed,High
1319,Nicholson Group,India,Banking,2017-04-26,CRM,Low
1320,Bradford Group,Germany,Banking,1996-07-26,RegSys,High
1321,Mcgee Ltd,Japan,Insurance,2012-11-18,ERP,High
1322,Cummings Ltd,India,Banking,2025-01-05,ERP,Low
1323,"Harris, Strickland and Rocha",Switzerland,Manufacturing,2025-08-02,RegSys,High
1324,"Campbell, Johnson and Lee",United States,Insurance,1999-03-02,RegSys,High
1325,"Rodriguez, George and Norman",Singapore,Technology,2014-07-10,CRM,High
1326,"Anderson, Robinson and Garcia",Singapore,Manufacturing,2013-01-06,CRM,Low
1327,Miller LLC,United Kingdom,Asset Management,2006-02-05,RegSys,Low
1328,Blackwell Group,Singapore,Manufacturing,2009-02-02,CRM,Medium
1329,Hernandez Inc,Switzerland,Asset Management,2001-06-12,RegSys,Medium
1330,Rasmussen Inc,India,Asset Management,2010-05-08,ERP,High
1331,Mendez-Singh,Japan,Banking,2011-11-22,PartnerFeed,Medium
1332,Baker-Bell,India,Insurance,2017-05-13,CRM,Low
1333,"Coleman, Scott and Carroll",United Kingdom,Asset Management,1998-07-14,ERP,Low
1334,Wheeler PLC,Germany,Manufacturing,2025-10-02,ERP,High
1335,Morgan-Mack,United Kingdom,Banking,2022-03-17,RegSys,Medium
1336,"Moore, Young and Daniels",Singapore,Manufacturing,2024-05-03,CRM,Medium
1337,Sanchez-Collins,France,Insurance,1999-07-15,RegSys,Low
1338,"Giles, Robbins and Allen",Japan,Insurance,2024-05-14,RegSys,Low
1339,Bell Group,Germany,Insurance,2024-03-29,ERP,Medium
1340,Watson and Sons,Singapore,Asset Management,2022-11-15,CRM,Medium
1341,"Wang, Williams and Sutton",Germany,Technology,2010-06-24,ERP,Medium
1342,"Howell, House and Briggs",United Kingdom,Manufacturing,2022-10-08,PartnerFeed,Low
1343,Rodriguez Ltd,Japan,Asset Management,2005-12-29,RegSys,High
1344,"Mills, Hall and Hopkins",Germany,Banking,2018-01-07,CRM,Low
1345,Graham PLC,Switzerland,Manufacturing,2024-05-17,PartnerFeed,Medium
1346,Martin-Long,Switzerland,Manufacturing,2014-06-25,ERP,Low
1347,Roberts-Richardson,India,Banking,2025-04-04,CRM,Low
1348,"Ortega, Wolf and Mejia",Singapore,Banking,2018-10-14,CRM,High
1349,Roberson-Barber,United States,Banking,2013-04-28,ERP,High
1350,"Russell, Castillo and Nichols",Singapore,Technology,2018-07-31,ERP,Medium
1351,King Inc,India,Asset Management,1999-04-08,CRM,High
