entity_id,resolution_days,owner_team,status,sla_target
4708,4,Data Ops,open,14
2197,11,Data Stewards,closed,3
4598,1,Data Stewards,closed,5
9992,1,Data Ops,closed,14
5161,0,Data Stewards,closed,14
2049,6,Data Stewards,open,5
5109,11,Data Stewards,closed,5
577,7,Data Ops,closed,3
3811,3,Platform Team,closed,7
8411,1,Data Ops,closed,5
5053,10,Business Analysts,closed,5
3699,2,Data Stewards,open,7
7451,5,Data Stewards,closed,14
402,3,Data Stewards,open,3
3496,8,Business Analysts,open,14
4746,5,Data Ops,open,5
4764,0,Data Stewards,open,7
226,0,Data Ops,closed,7
2091,1,Business Analysts,closed,7
9462,3,Data Stewards,closed,7
9459,3,Data Ops,closed,14
9226,5,Business Analysts,closed,3
6522,7,Business Analysts,closed,14
1688,0,Data Ops,closed,5
887,0,Data Ops,closed,14
6586,9,Business Analysts,closed,3
3866,4,Platform Team,open,3
8727,0,Data Ops,open,3
7915,6,Business Analysts,open,3
8825,2,Data Ops,open,5
3513,4,Business Analysts,closed,14
924,1,Data Ops,open,3
4669,0,Data Stewards,closed,3
9531,3,Business Analysts,closed,7
293,2,Data Ops,closed,3
8282,2,Data Ops,closed,5
7455,8,Business Analysts,open,7
788,9,Platform Team,closed,3
8893,1,Data Ops,closed,14
5277,9,Business Analysts,open,7
5501,6,Data Stewards,open,3
4385,2,Data Stewards,open,7
171,2,Data Stewards,closed,3
2195,3,Business Analysts,open,5
5563,6,Data Ops,closed,14
3184,5,Data Ops,closed,14
3327,8,Platform Team,open,14
9417,0,Data Stewards,closed,3
1706,12,Platform Team,closed,5
8442,10,Data Ops,closed,14
8479,3,Business Analysts,closed,3
4878,2,Data Stewards,open,14
2134,8,Data Ops,closed,5
8913,11,Data Ops,open,7
7354,7,Platform Team,open,14
3040,5,Data Stewards,closed,5
5464,7,Data Stewards,closed,5
5793,1,Data Stewards,open,14
211,5,Platform Team,closed,5
2904,10,Data Ops,closed,7
4227,7,Business Analysts,open,14
107,13,Business Analysts,open,14
8384,1,Business Analysts,open,5
7539,0,Business Analysts,closed,14
5084,1,Platform Team,open,3
6737,4,Data Stewards,closed,3
740,1,Data Ops,closed,14
6626,10,Platform Team,closed,14
1345,5,Data Stewards,closed,7
3368,0,Platform Team,closed,14
440,10,Data Stewards,open,14
2858,9,Data Ops,open,14
6898,5,Data Ops,closed,14
8448,3,Data Stewards,closed,7
2742,0,Business Analysts,closed,5
7139,5,Data Ops,closed,3
121,9,Data Ops,open,7
6254,4,Platform Team,closed,3
6597,0,Platform Team,open,3
3344,2,Data Ops,open,14
2041,4,Platform Team,open,7
5559,8,Business Analysts,open,5
6219,6,Business Analysts,open,3
1227,2,Platform Team,open,5
753,3,Business Analysts,open,7
9439,0,Data Stewards,open,7
7924,3,Platform Team,closed,5
189,2,Business Analysts,open,3
1299,7,Platform Team,closed,14
4723,1,Data Stewards,closed,5
8357,1,Business Analysts,closed,3
4254,8,Platform Team,open,3
4169,4,Data Stewards,closed,14
3847,3,Data Stewards,closed,5
8447,5,Platform Team,closed,7
6543,6,Data Stewards,closed,3
5556,1,Data Stewards,open,3
1748,11,Data Stewards,open,3
7195,4,Business Analysts,closed,5
6165,14,Business Analysts,open,3
245,9,Data Ops,open,3
1782,2,Data Stewards,open,14
1158,4,Platform Team,closed,14
3967,6,Platform Team,closed,7
5044,8,Business Analysts,closed,3
6752,6,Platform Team,closed,5
8024,2,Data Stewards,closed,5
660,2,Data Stewards,closed,14
823,4,Data Stewards,closed,14
767,2,Platform Team,closed,5
9556,1,Business Analysts,open,14
4936,8,Platform Team,open,7
1314,7,Platform Team,open,5
6377,4,Business Analysts,closed,5
9327,11,Business Analysts,open,3
1992,0,Data Ops,open,14
5890,8,Data Ops,open,7
6603,6,Data Ops,closed,7
1347,0,Data Ops,closed,5
6823,0,Data Stewards,open,3
8713,2,Data Ops,closed,7
6600,3,Data Ops,open,5
9198,3,Data Stewards,closed,5
7842,6,Data Stewards,open,7
7300,0,Platform Team,closed,7
8159,3,Platform Team,open,14
2697,3,Business Analysts,closed,5
2954,6,Data Ops,closed,5
8011,2,Platform Team,open,7
6299,0,Business Analysts,open,5
3574,2,Data Stewards,open,7
7863,11,Data Stewards,open,14
8863,2,Data Ops,open,3
5521,4,Data Stewards,closed,3
9791,6,Data Ops,closed,5
4983,4,Data Stewards,closed,7
7138,4,Data Ops,open,5
7371,2,Business Analysts,open,7
8243,5,Platform Team,closed,5
2963,4,Data Stewards,closed,3
3878,10,Platform Team,open,14
4738,2,Data Ops,open,7
1154,3,Platform Team,open,3
4466,2,Data Stewards,closed,3
5543,6,Data Stewards,closed,3
4731,2,Platform Team,closed,14
4099,2,Data Stewards,closed,14
6199,8,Data Stewards,closed,14
7146,7,Data Stewards,open,7
953,4,Business Analysts,closed,7
7781,8,Data Ops,closed,5
9954,8,Business Analysts,closed,7
5459,9,Data Ops,open,5
5147,2,Data Ops,closed,5
9323,8,Data Ops,closed,5
1107,2,Platform Team,open,14
6723,3,Data Stewards,open,14
3582,7,Business Analysts,open,14
497,1,Data Stewards,open,14
58,2,Data Stewards,open,7
2087,7,Business Analysts,closed,7
1761,11,Platform Team,closed,14
2136,6,Business Analysts,open,14
3735,4,Business Analysts,closed,5
1936,7,Data Stewards,closed,14
8528,2,Data Ops,open,7
2961,8,Business Analysts,closed,14
7999,4,Data Ops,open,7
8416,12,Business Analysts,open,14
7341,5,Data Ops,closed,14
2342,1,Data Ops,open,7
7152,3,Business Analysts,closed,3
5325,9,Platform Team,closed,7
8703,13,Data Ops,closed,5
3434,11,Business Analysts,open,14
1777,6,Data Ops,closed,7
6227,0,Data Stewards,open,7
4271,3,Business Analysts,open,7
3623,3,Business Analysts,closed,5
2736,7,Business Analysts,open,14
7617,11,Data Ops,closed,5
8060,8,Data Stewards,open,5
2996,1,Platform Team,closed,3
3284,7,Data Stewards,closed,3
7739,7,Data Ops,open,5
9771,6,Data Stewards,closed,14
3358,6,Platform Team,open,5
7194,5,Data Ops,closed,14
1941,8,Platform Team,closed,7
9825,4,Data Ops,open,14
9721,10,Data Ops,closed,5
4864,12,Platform Team,closed,3
5675,6,Data Stewards,closed,5
1465,3,Data Stewards,closed,7
5334,5,Business Analysts,open,14
8544,2,Data Stewards,closed,14
5880,1,Data Stewards,closed,14
3787,5,Business Analysts,closed,14
5226,12,Data Ops,open,3
1884,4,Data Stewards,closed,3
5407,10,Platform Team,closed,7
9092,11,Business Analysts,open,3
6398,4,Data Ops,open,5
2228,7,Business Analysts,closed,7
1393,1,Data Ops,open,7
7562,5,Data Stewards,open,14
5942,3,Data Ops,closed,5
1687,3,Data Stewards,open,3
1940,1,Data Stewards,closed,7
399,4,Data Stewards,closed,3
7376,5,Data Ops,open,5
1910,0,Data Stewards,open,14
3072,2,Data Ops,closed,5
7518,1,Data Stewards,closed,3
6822,1,Data Stewards,open,7
8898,4,Platform Team,open,14
4636,2,Business Analysts,closed,3
5494,2,Data Stewards,open,5
1138,5,Data Stewards,closed,7
8691,0,Business Analysts,open,7
8220,2,Business Analysts,open,3
4823,5,Data Stewards,open,7
9165,2,Data Stewards,open,3
7883,5,Business Analysts,open,7
3108,14,Platform Team,open,14
1734,4,Platform Team,open,7
4623,7,Data Stewards,open,7
9390,7,Data Stewards,open,3
952,15,Data Stewards,open,3
1481,6,Business Analysts,closed,7
109,11,Data Stewards,closed,3
2007,2,Data Ops,closed,3
3839,5,Data Stewards,closed,14
8463,2,Data Ops,open,3
824,0,Business Analysts,open,3
4662,5,Data Ops,closed,7
6593,4,Data Ops,closed,7
3292,8,Business Analysts,open,5
2774,5,Platform Team,open,14
9927,11,Data Ops,closed,3
4781,9,Data Stewards,open,14
6813,6,Data Stewards,open,5
7593,10,Platform Team,open,14
4471,1,Data Ops,open,3
3788,1,Data Stewards,closed,3
6146,11,Data Stewards,open,7
6922,4,Data Ops,open,5
4527,12,Platform Team,open,7
1666,1,Data Stewards,closed,5
304,5,Business Analysts,closed,14
4847,0,Platform Team,open,7
2561,5,Platform Team,open,3
6992,3,Data Ops,open,14
3820,5,Data Ops,closed,3
3081,10,Platform Team,open,3
3457,6,Data Ops,closed,5
3321,11,Business Analysts,closed,7
7806,2,Data Stewards,closed,3
8697,13,Business Analysts,closed,5
178,5,Platform Team,open,5
3016,6,Platform Team,closed,7
5657,4,Data Stewards,open,7
4242,2,Platform Team,open,7
4914,2,Data Stewards,open,3
2575,11,Data Ops,closed,7
4130,11,Data Stewards,open,7
2505,9,Data Stewards,closed,7
7437,0,Data Stewards,closed,14
1196,5,Platform Team,open,5
7332,4,Business Analysts,closed,14
701,0,Platform Team,closed,14
234,4,Business Analysts,open,7
7850,8,Data Ops,open,14
758,11,Data Ops,closed,14
4633,5,Business Analysts,closed,14
1206,3,Platform Team,open,5
5578,8,Data Stewards,open,5
4534,5,Data Stewards,open,14
2047,2,Data Ops,closed,5
6361,4,Data Ops,open,7
4502,12,Data Stewards,closed,5
8494,2,Data Stewards,open,5
26,2,Data Ops,closed,3
6272,9,Data Stewards,open,5
8084,3,Data Stewards,open,14
4606,3,Business Analysts,open,7
9854,4,Data Stewards,open,14
4954,2,Data Stewards,open,3
5823,6,Data Ops,open,7
7989,3,Platform Team,open,7
9001,3,Data Ops,open,7
4249,5,Platform Team,closed,5
2170,4,Data Ops,open,14
4499,4,Data Ops,open,5
8962,0,Data Ops,closed,7
8263,11,Business Analysts,open,14
191,1,Business Analysts,open,5
9180,0,Data Stewards,open,3
9307,1,Business Analysts,closed,14
4351,5,Business Analysts,open,3
2035,0,Data Ops,closed,7
2278,4,Data Stewards,closed,7
3953,1,Platform Team,open,14
4462,4,Platform Team,closed,3
6462,7,Business Analysts,closed,5
3535,4,Platform Team,open,3
9984,10,Business Analysts,open,3
7659,5,Business Analysts,open,14
5166,6,Platform Team,open,5
770,9,Business Analysts,closed,7
4450,7,Data Stewards,open,7
1950,7,Platform Team,open,14
6785,1,Business Analysts,closed,5
9955,6,Business Analysts,closed,5
9559,3,Data Stewards,open,3
6518,7,Business Analysts,closed,5
3761,0,Data Stewards,closed,7
554,0,Data Stewards,closed,14
6304,9,Data Ops,open,3
1955,3,Data Stewards,closed,5
2242,0,Data Ops,open,7
5163,5,Data Stewards,open,7
2459,2,Business Analysts,closed,3
4950,3,Platform Team,closed,7
8648,6,Data Stewards,open,14
8427,8,Business Analysts,open,3
6972,8,Business Analysts,open,7
8679,5,Business Analysts,open,14
5579,5,Data Ops,open,7
3723,0,Business Analysts,closed,7
2870,4,Data Ops,open,7
182,0,Data Stewards,open,3
6009,1,Business Analysts,open,14
4207,5,Platform Team,open,3
7177,1,Business Analysts,closed,3
2145,3,Data Ops,open,14
9073,1,Platform Team,closed,5
5097,2,Data Ops,closed,14
7886,7,Data Stewards,open,3
3330,5,Data Ops,open,5
5909,3,Business Analysts,open,3
9065,3,Data Ops,open,14
4705,2,Business Analysts,open,7
6278,5,Data Stewards,open,14
7018,3,Business Analysts,open,5
8216,5,Business Analysts,open,14
240,0,Business Analysts,closed,7
1676,12,Platform Team,closed,3
5037,6,Platform Team,closed,3
977,3,Data Stewards,closed,7
6456,1,Data Ops,open,5
6525,1,Platform Team,open,5
2329,1,Platform Team,open,7
2411,5,Platform Team,open,5
4266,10,Business Analysts,open,3
8626,1,Data Ops,closed,14
6824,11,Data Stewards,open,5
6014,3,Data Stewards,closed,14
6943,2,Business Analysts,open,3
3113,7,Business Analysts,open,3
8359,5,Business Analysts,closed,5
1570,3,Platform Team,closed,14
8635,3,Platform Team,closed,7
5394,1,Data Stewards,closed,5
4091,12,Data Ops,closed,5
6650,2,Data Ops,closed,5
5515,9,Data Stewards,closed,7
7155,2,Business Analysts,open,3
1256,5,Platform Team,closed,5
2392,5,Business Analysts,open,14
2307,6,Platform Team,closed,5
1800,12,Data Stewards,open,7
6337,4,Data Stewards,closed,5
3258,5,Platform Team,open,7
2281,4,Data Ops,closed,3
981,4,Platform Team,open,3
668,7,Business Analysts,open,5
3399,0,Data Ops,closed,5
5347,9,Data Ops,closed,14
9341,3,Business Analysts,closed,7
5731,7,Platform Team,closed,7
7278,2,Business Analysts,open,3
3720,5,Business Analysts,closed,3
8455,5,Platform Team,closed,7
4783,1,Business Analysts,closed,5
8794,13,Data Stewards,open,3
4176,8,Data Stewards,open,5
3534,5,Data Stewards,closed,5
1132,6,Business Analysts,closed,14
3579,5,Business Analysts,closed,3
6183,1,Data Ops,open,7
1711,1,Data Stewards,open,5
2745,1,Data Stewards,open,3
2133,6,Data Ops,closed,7
8939,1,Data Stewards,closed,3
5845,5,Business Analysts,open,5
1495,3,Platform Team,closed,5
6486,5,Data Ops,open,3
1927,8,Platform Team,closed,14
2032,10,Platform Team,closed,3
8645,2,Data Stewards,open,3
1772,4,Data Stewards,closed,3
594,4,Data Ops,closed,3
5397,6,Data Stewards,open,5
1500,6,Business Analysts,open,14
5114,6,Data Ops,open,14
468,1,Business Analysts,closed,5
5801,6,Data Stewards,closed,7
9869,7,Business Analysts,open,5
1351,10,Data Ops,open,3
2324,10,Data Stewards,closed,5
704,3,Business Analysts,open,3
333,12,Data Ops,closed,5
8331,2,Data Ops,open,3
6960,0,Data Ops,closed,7
1801,0,Platform Team,open,3
6396,3,Platform Team,closed,5
8381,3,Platform Team,closed,3
5879,10,Platform Team,open,14
6874,4,Business Analysts,open,14
1376,8,Data Stewards,open,7
8417,8,Data Stewards,closed,14
9926,8,Data Ops,open,3
8576,5,Business Analysts,open,5
2863,3,Data Stewards,open,5
8614,4,Business Analysts,closed,3
3759,6,Data Stewards,closed,5
1156,1,Data Ops,open,3
3357,1,Platform Team,closed,3
1881,10,Data Stewards,open,3
7983,4,Platform Team,open,14
5259,1,Data Ops,closed,14
9023,8,Platform Team,open,7
7065,9,Business Analysts,closed,14
1182,4,Data Stewards,closed,14
9991,1,Business Analysts,open,7
4072,12,Data Ops,closed,14
1471,5,Platform Team,open,5
2589,2,Data Ops,open,3
5284,13,Data Ops,open,3
1980,8,Data Stewards,open,5
9677,10,Business Analysts,closed,5
4051,5,Data Ops,closed,3
77,8,Data Ops,closed,14
2068,6,Business Analysts,closed,3
6031,8,Data Ops,open,5
9750,5,Data Stewards,closed,3
3688,1,Data Stewards,closed,7
9948,0,Data Stewards,open,7
8605,2,Data Ops,closed,14
7493,6,Data Ops,open,7
3629,8,Platform Team,closed,5
9702,6,Data Ops,open,5
9407,3,Data Ops,closed,5
8936,8,Data Stewards,open,3
504,5,Data Stewards,closed,3
6912,4,Data Ops,open,3
7652,6,Platform Team,open,14
180,1,Platform Team,open,3
4273,4,Data Ops,open,3
3087,7,Data Stewards,open,5
1480,6,Platform Team,open,5
4010,0,Platform Team,open,14
8299,12,Business Analysts,open,14
2046,7,Data Stewards,closed,3
3134,8,Business Analysts,closed,14
6383,11,Business Analysts,closed,5
7978,6,Data Stewards,closed,3
3433,3,Platform Team,closed,3
8502,5,Data Ops,open,3
9910,2,Data Stewards,closed,3
9260,6,Platform Team,closed,7
1389,2,Data Ops,open,3
4670,7,Data Stewards,open,14
7649,9,Data Stewards,open,7
6345,8,Data Stewards,closed,3
7522,11,Data Stewards,closed,3
3841,6,Platform Team,open,3
4221,6,Data Stewards,open,14
7810,7,Data Ops,open,3
4464,6,Business Analysts,open,5
4751,2,Platform Team,closed,14
603,0,Platform Team,open,7
6454,1,Business Analysts,closed,5
33,5,Data Ops,open,7
3346,7,Business Analysts,open,3
6098,8,Business Analysts,closed,3
4665,0,Data Ops,open,7
7205,6,Data Stewards,open,7
9042,5,Platform Team,closed,5
2668,4,Business Analysts,closed,7
1581,2,Data Ops,closed,14
9312,0,Platform Team,open,7
3709,2,Data Stewards,open,7
2827,9,Data Stewards,closed,7
1097,4,Data Ops,open,5
3077,5,Platform Team,open,5
4807,10,Business Analysts,closed,5
3524,1,Platform Team,closed,3
1710,2,Platform Team,closed,3
6855,3,Data Stewards,closed,7
6524,0,Business Analysts,open,5
1630,9,Business Analysts,open,14
4431,7,Business Analysts,open,7
9446,8,Data Stewards,closed,7
9104,2,Business Analysts,open,7
4181,6,Data Ops,open,3
2946,7,Platform Team,open,7
9764,6,Data Ops,open,3
3332,0,Platform Team,open,5
132,4,Data Stewards,open,5
8457,8,Data Ops,open,5
8768,4,Platform Team,open,5
6806,1,Platform Team,closed,14
5135,7,Platform Team,open,14
3779,7,Platform Team,open,5
3096,5,Platform Team,closed,5
528,11,Data Ops,closed,5
1755,3,Platform Team,open,14
6091,15,Data Stewards,closed,7
2380,9,Business Analysts,closed,7
4943,9,Data Stewards,open,3
7428,5,Data Stewards,closed,7
498,0,Data Ops,open,5
257,6,Business Analysts,closed,14
2429,11,Data Ops,open,14
5885,2,Platform Team,closed,3
9422,7,Business Analysts,closed,5
746,8,Data Ops,closed,5
4774,8,Data Stewards,closed,3
2973,4,Data Stewards,open,14
7050,7,Business Analysts,open,5
6614,4,Business Analysts,closed,14
8725,6,Data Stewards,open,14
1163,11,Platform Team,closed,3
1105,7,Platform Team,open,7
2159,3,Data Ops,open,5
2850,7,Platform Team,open,3
4759,11,Platform Team,closed,3
9300,12,Data Ops,open,14
8770,0,Data Ops,closed,5
2958,5,Data Stewards,closed,14
4194,10,Platform Team,open,3
144,1,Platform Team,closed,7
895,11,Platform Team,open,3
3128,1,Business Analysts,closed,7
9884,2,Data Ops,open,14
7317,3,Platform Team,open,3
4038,8,Data Stewards,closed,7
5955,6,Platform Team,open,14
3986,7,Data Stewards,open,14
5424,0,Business Analysts,closed,5
6863,1,Data Stewards,closed,5
9625,4,Data Ops,open,14
2597,0,Data Ops,open,7
1031,1,Data Ops,closed,5
2992,4,Business Analysts,open,14
8889,4,Data Stewards,open,5
4223,5,Business Analysts,open,3
9579,0,Data Stewards,closed,7
1670,2,Data Stewards,open,5
941,3,Data Stewards,open,5
8305,3,Business Analysts,open,7
7383,3,Data Ops,closed,5
5924,2,Data Stewards,open,5
4345,2,Business Analysts,open,14
5792,1,Data Stewards,closed,3
8398,1,Data Ops,open,5
3255,6,Platform Team,open,5
9148,5,Data Ops,open,5
368,2,Platform Team,open,14
6791,1,Data Stewards,closed,3
6112,2,Data Ops,open,14
8137,6,Platform Team,closed,5
8777,10,Business Analysts,open,7
1394,6,Data Stewards,open,14
6981,12,Business Analysts,open,7
8163,7,Data Stewards,closed,7
1663,8,Data Stewards,closed,5
5331,4,Business Analysts,open,14
961,0,Platform Team,closed,3
8107,3,Data Stewards,open,14
5711,3,Platform Team,closed,5
4328,1,Data Ops,open,5
1426,5,Data Stewards,closed,5
9566,8,Business Analysts,open,7
9006,0,Data Ops,open,14
3868,7,Data Stewards,open,7
7287,9,Data Ops,open,14
600,2,Data Ops,closed,5
4760,0,Data Ops,open,14
2593,10,Data Ops,open,5
8773,9,Data Stewards,closed,7
4740,4,Data Stewards,open,3
3477,9,Data Ops,open,14
249,4,Platform Team,open,7
2177,11,Data Stewards,closed,5
9356,6,Data Ops,closed,7
5274,8,Data Stewards,closed,14
5759,5,Platform Team,closed,14
1456,1,Data Ops,closed,5
9278,1,Data Ops,closed,14
4361,1,Data Stewards,closed,7
8375,6,Data Stewards,open,3
987,3,Data Stewards,open,3
9880,14,Platform Team,open,5
1817,2,Business Analysts,open,3
6820,1,Data Stewards,open,3
4021,2,Business Analysts,open,5
9785,6,Platform Team,open,14
1485,13,Business Analysts,closed,14
9469,2,Business Analysts,closed,14
2077,13,Business Analysts,open,3
5280,0,Business Analysts,open,7
7494,4,Platform Team,open,3
4212,6,Platform Team,closed,5
8015,11,Platform Team,open,3
3460,5,Business Analysts,closed,7
8470,3,Data Ops,closed,14
312,10,Business Analysts,open,5
8131,3,Data Stewards,closed,3
4694,5,Platform Team,closed,3
5598,6,Business Analysts,open,5
3417,1,Data Stewards,closed,3
9320,1,Data Stewards,closed,14
4683,12,Platform Team,closed,14
2543,6,Data Ops,closed,5
9172,9,Business Analysts,open,14
9788,9,Platform Team,open,7
718,10,Data Stewards,closed,14
6510,8,Platform Team,closed,7
6241,8,Business Analysts,open,5
1062,6,Data Ops,closed,5
7820,8,Business Analysts,closed,3
5551,1,Data Ops,open,5
3247,11,Platform Team,open,5
8089,8,Data Stewards,closed,3
1458,4,Data Ops,open,14
3814,8,Data Ops,open,5
5165,6,Platform Team,closed,5
3905,6,Platform Team,open,3
1677,0,Data Ops,closed,14
2510,0,Platform Team,open,3
4844,3,Platform Team,open,3
1148,9,Data Stewards,closed,3
5977,7,Business Analysts,open,3
8466,6,Platform Team,closed,3
6054,4,Platform Team,closed,3
9642,3,Platform Team,open,14
2176,5,Platform Team,open,7
2555,7,Data Ops,open,14
7243,7,Data Stewards,closed,14
9259,2,Data Stewards,closed,5
9759,4,Data Stewards,open,7
1427,6,Data Ops,closed,5
316,6,Data Stewards,open,5
3685,15,Data Stewards,open,5
7573,4,Platform Team,open,5
9784,9,Business Analysts,closed,14
6883,5,Data Ops,open,3
4394,5,Data Stewards,open,14
9597,13,Data Ops,open,5
4434,13,Business Analysts,closed,7
5643,1,Data Stewards,open,5
1921,9,Platform Team,closed,14
7170,7,Business Analysts,closed,5
9860,6,Data Stewards,closed,5
9706,1,Platform Team,open,5
3106,1,Platform Team,closed,3
893,9,Platform Team,closed,5
8834,5,Data Ops,open,3
2054,6,Platform Team,open,7
4580,5,Data Ops,open,14
6655,1,Data Stewards,closed,7
4754,9,Data Ops,open,3
8844,8,Data Ops,open,14
812,1,Data Ops,open,7
4338,4,Data Ops,closed,7
1751,2,Business Analysts,closed,3
3792,6,Platform Team,closed,7
9626,11,Business Analysts,open,14
2746,0,Platform Team,closed,3
5916,8,Business Analysts,closed,5
800,9,Data Ops,open,14
2296,0,Platform Team,closed,3
6138,5,Data Stewards,closed,14
7705,12,Data Stewards,open,5
8051,10,Platform Team,open,7
1907,10,Business Analysts,closed,5
962,1,Data Stewards,open,7
7107,1,Data Stewards,closed,7
4276,5,Data Ops,open,5
5674,2,Platform Team,open,3
7246,3,Platform Team,open,7
8289,6,Business Analysts,closed,5
3510,6,Data Ops,open,5
5285,11,Platform Team,open,3
7312,7,Data Stewards,open,5
3273,8,Data Ops,open,5
8085,7,Business Analysts,closed,14
8849,8,Data Stewards,closed,3
2063,7,Data Ops,open,3
1119,10,Platform Team,closed,5
552,4,Data Stewards,open,14
6512,1,Data Stewards,open,7
8093,2,Data Ops,open,3
6653,5,Business Analysts,open,14
6271,2,Data Ops,open,3
1298,2,Platform Team,open,7
7626,9,Data Ops,open,5
8397,7,Platform Team,closed,14
1171,13,Data Ops,open,3
1011,9,Platform Team,closed,3
7030,9,Business Analysts,open,3
6210,6,Data Ops,open,5
6255,8,Platform Team,open,14
2258,9,Data Ops,open,7
7892,10,Platform Team,open,7
9506,5,Data Ops,closed,7
3085,4,Business Analysts,open,7
3352,9,Data Ops,closed,14
7011,6,Business Analysts,open,7
3824,5,Data Stewards,closed,7
9935,0,Platform Team,closed,14
9762,0,Data Stewards,open,3
2860,4,Platform Team,open,5
9241,5,Data Stewards,open,5
8536,5,Business Analysts,closed,3
7880,7,Platform Team,closed,3
5642,1,Data Stewards,closed,5
3243,6,Data Stewards,closed,3
1614,10,Platform Team,open,7
3051,1,Data Stewards,open,5
2374,1,Data Stewards,closed,14
6465,3,Business Analysts,open,7
6588,6,Data Stewards,open,14
3923,8,Data Stewards,open,14
6185,3,Business Analysts,closed,5
3797,5,Data Ops,open,5
8064,7,Data Stewards,closed,5
8350,4,Business Analysts,open,7
8458,3,Data Ops,open,7
7677,5,Business Analysts,closed,5
7130,3,Data Ops,open,7
7620,7,Platform Team,open,5
9874,0,Business Analysts,closed,14
5584,9,Platform Team,closed,3
1125,3,Business Analysts,open,3
2622,7,Data Stewards,open,5
2797,7,Business Analysts,open,14
9689,10,Data Ops,closed,5
2803,2,Platform Team,closed,5
7221,2,Data Stewards,closed,5
2055,11,Platform Team,closed,14
969,16,Data Ops,open,3
976,6,Data Ops,open,7
5677,1,Data Ops,open,7
4493,3,Data Ops,closed,3
8022,0,Data Ops,closed,14
6929,3,Data Ops,open,3
879,2,Platform Team,closed,5
1613,9,Platform Team,closed,3
6113,1,Business Analysts,closed,3
2623,7,Data Stewards,closed,3
1792,10,Data Stewards,open,14
6970,2,Platform Team,open,3
1006,11,Platform Team,closed,7
7419,0,Data Ops,closed,3
4170,3,Platform Team,closed,7
5490,5,Data Ops,open,14
971,6,Data Stewards,open,7
782,6,Platform Team,open,14
3812,10,Platform Team,open,3
9986,3,Business Analysts,open,5
7167,2,Data Ops,closed,14
1543,6,Data Stewards,open,14
5343,7,Data Ops,open,3
4736,3,Business Analysts,open,5
7993,1,Data Ops,closed,7
2217,9,Data Stewards,closed,3
8762,5,Data Ops,closed,7
7588,5,Data Stewards,closed,5
7126,5,Business Analysts,closed,5
9324,3,Data Ops,closed,14
3615,0,Data Ops,open,7
1029,4,Business Analysts,closed,14
8660,4,Platform Team,open,5
8111,0,Data Stewards,open,5
5840,9,Data Ops,open,7
5522,5,Data Stewards,open,3
7571,0,Data Stewards,open,7
1592,2,Platform Team,closed,7
1855,8,Platform Team,open,7
3974,2,Data Stewards,closed,5
3392,1,Data Ops,closed,7
6433,8,Data Stewards,closed,3
9857,5,Data Ops,open,7
3899,1,Business Analysts,open,3
256,2,Platform Team,open,5
3606,0,Data Stewards,closed,3
3963,7,Data Ops,open,7
6843,11,Business Analysts,closed,7
3863,5,Data Stewards,closed,3
4952,5,Platform Team,open,14
8884,0,Data Ops,open,5
305,1,Business Analysts,open,7
4709,10,Platform Team,closed,5
930,5,Data Stewards,closed,7
7917,4,Platform Team,closed,5
9121,3,Business Analysts,open,7
2306,3,Data Ops,closed,5
2154,0,Data Stewards,closed,5
2028,7,Business Analysts,open,5
6502,4,Data Stewards,closed,5
7998,0,Data Ops,closed,5
5645,8,Platform Team,closed,14
9845,0,Data Ops,open,14
104,1,Business Analysts,open,7
6956,3,Platform Team,closed,14
2151,8,Platform Team,closed,3
3308,5,Platform Team,closed,14
8975,9,Business Analysts,closed,7
4883,6,Data Stewards,open,7
6818,7,Data Stewards,closed,7
3644,5,Business Analysts,open,7
9321,3,Data Ops,open,5
3877,0,Platform Team,closed,7
5151,1,Business Analysts,open,14
3816,4,Business Analysts,open,7
4147,10,Data Stewards,open,14
7453,5,Platform Team,closed,3
2619,1,Data Stewards,open,3
640,9,Data Stewards,open,5
1417,6,Business Analysts,closed,5
9890,3,Platform Team,open,5
6918,5,Data Ops,closed,14
4478,1,Business Analysts,closed,5
5206,7,Platform Team,closed,7
5436,7,Platform Team,open,5
3622,0,Platform Team,closed,14
8043,6,Data Stewards,closed,14
5412,0,Data Stewards,closed,14
4978,9,Data Stewards,closed,3
2585,5,Business Analysts,closed,5
8389,4,Business Analysts,open,14
389,0,Platform Team,open,3
4341,9,Data Ops,open,14
2093,4,Data Ops,closed,3
8561,8,Data Ops,open,14
8325,5,Platform Team,open,5
7811,8,Data Stewards,closed,7
8410,5,Platform Team,open,3
5691,3,Business Analysts,open,7
5980,6,Platform Team,open,7
8569,11,Data Stewards,open,7
6195,2,Business Analysts,open,3
4910,6,Data Ops,closed,7
8004,11,Data Ops,closed,14
9253,3,Data Stewards,closed,3
4159,0,Business Analysts,open,3
2406,8,Data Ops,open,7
6488,1,Data Stewards,closed,7
9674,5,Platform Team,open,5
586,10,Platform Team,open,7
842,11,Data Ops,closed,14
871,5,Data Ops,closed,14
9585,1,Data Stewards,open,14
2835,9,Platform Team,open,14
3167,4,Platform Team,closed,7
7804,4,Data Ops,closed,3
7076,2,Business Analysts,open,3
4855,0,Data Ops,closed,14
9707,11,Data Stewards,open,3
1366,7,Platform Team,closed,3
8912,1,Business Analysts,closed,14
4953,4,Data Ops,closed,3
1149,5,Platform Team,closed,7
8573,11,Data Ops,open,7
8491,6,Business Analysts,closed,7
